State_FIPS,Delta,Spatial_Proximity ,Dissimilarity,Isolation ,Absolute_Centralization,Relative_Centralization,State_Name,State_Abbreviation
01,0.5004901560214996,1.0608063137037584,0.3648700617373701,0.3737835311845854,-0.11375602388812023,-0.01956515805877146,Alabama,AL
02,0.7993446532932733,0.8488376611678615,0.33581442313643767,0.04761355635577686,-0.012479377300224193,0.2630393486502989,Alaska,AK
04,0.6933932935557174,0.9591094601737763,0.14574510164808463,0.0488010414267192,-0.001243037793129842,0.15384541715995503,Arizona,AZ
05,0.5342862446959784,0.9726905840949364,0.5531238913159123,0.335956222001127,-0.0002261021938434471,0.2708291156326261,Arkansas,AR
06,0.6523528212275325,0.41655076038049194,0.2910361298728421,0.07485106544839297,-0.000217831039111549,0.09880082886994046,California,CA
08,0.8224912193173874,0.8849668028145946,0.4478837058647411,0.07506656649675744,-0.0004476498383486627,0.2944888718871397,Colorado,CO
09,0.5016314560345411,1.0388778176431348,0.1883181877002893,0.11929977282842263,-0.006955666595789944,0.0984610737350291,Connecticut,CT
10,0.4448203323903398,0.885718892969562,0.1417459147539315,0.2308732173988096,-0.12890590915701194,0.14397938828177836,Delaware,DE
11,0.0,0.8842072544100085,0.0,0.4774930063013931,0.0,0.0,District of Columbia,DC
12,0.5701288009577302,0.9127622198257754,0.24054103026193163,0.19766321298205725,-0.020605571067941364,0.04606900876999731,Florida,FL
13,0.6438779054355221,1.336976686743966,0.3475680359901673,0.40942727318881,-0.003032922434049401,0.12694009664896555,Georgia,GA
15,0.8014045662009324,0.17431651984115432,0.3126101848255328,0.0217151057514621,-0.04682429299953639,0.31140933370131796,Hawaii,HI
16,0.6979114937557656,0.910244356354533,0.2968046958898544,0.010703424857388854,-0.0022259816579111025,0.2661431927062239,Idaho,ID
17,0.7785562020621225,0.7094293253550711,0.3856179966860225,0.20142340628001704,-0.0012778831317790118,0.3408280980325742,Illinois,IL
18,0.7378632498613801,1.015343775264374,0.49134446738092785,0.19291004000600775,-0.0006361530682151839,0.13664160786364832,Indiana,IN
19,0.7164295287175546,0.9722794701007348,0.38367549446731214,0.056256097180093965,-7.493302860572815e-05,0.0716205079397696,Iowa,IA
20,0.8290947443581596,1.3521397341333474,0.3644875889734944,0.10703412050923988,-0.0001424585979700188,0.11592408352822758,Kansas,KS
21,0.6901665603474092,0.9863562879382118,0.44962065115764016,0.14960771934250827,-0.004321868769258663,0.36206885816234546,Kentucky,KY
22,0.520991428380942,1.039918186113424,0.2803857895453536,0.387551972131059,-0.08125423150532307,0.0034223653210148086,Louisiana,LA
23,0.6400451655109448,0.9700704801668101,0.3142338537369489,0.019206018928410076,-0.038507038921093084,0.3299605930042553,Maine,ME
24,0.6293808228454516,1.4843439811047714,0.45257776840173425,0.44262583640722153,-0.003914701367255913,0.12057384219615308,Maryland,MD
25,0.44884678921492493,1.07319014384269,0.2966436532004309,0.11825485440590024,-0.0018188221075926547,0.1446861104224535,Massachusetts,MA
26,0.8150391469095195,1.0037303850071502,0.41465235648509546,0.2588277069794643,-2.546352713506117e-05,0.4832209675839465,Michigan,MI
27,0.8377864302048192,0.7668402898659767,0.3917012790022487,0.09661857785510183,-0.00010704902539504513,0.4477409376991872,Minnesota,MN
28,0.3561769569678755,1.007852902808148,0.34412054887818366,0.4781122814677164,-0.0004347144424965421,0.25840014268001,Mississippi,MS
29,0.8215188075385558,2.2115883216853027,0.533592147315599,0.25204428637569676,-2.8447033756706652e-05,0.28100808134612265,Missouri,MO
30,0.6451567390090385,1.0063353630418972,0.29649704148723505,0.007200128745320313,-0.0033799008562415134,0.1723454892829892,Montana,MT
31,0.8852750641907567,0.9130616956763814,0.4222815647407353,0.08678640391835031,-5.573017677606984e-05,0.47700699199349117,Nebraska,NE
32,0.7442136778881595,0.9783825007373376,0.2669877627543743,0.10699457141038897,-0.0004347602692351682,0.26617365476587196,Nevada,NV
33,0.5140331335878923,0.9350023894731341,0.2751973072370653,0.018751306567406825,-0.0412194074710176,0.2486896047776339,New Hampshire,NH
34,0.5502890613299479,0.5872034831692803,0.33642093848038057,0.20984367197757875,-0.0035598448179327002,0.10368844851226555,New Jersey,NJ
35,0.574103840457622,1.0100965449210941,0.2441777749704091,0.027192310534824383,-0.0007111195391945602,0.09740292101252379,New Mexico,NM
36,0.8086354764266288,0.6970645589067457,0.3938735908920541,0.22112758726770315,-0.004939876188648662,0.4139349675827333,New York,NY
37,0.4975874398450845,0.9549755927161019,0.32213530670481183,0.28444149455917117,-0.00035009287185905347,-0.05664344286826406,North Carolina,NC
38,0.7263553906070925,1.0085005553077941,0.31567261330805124,0.033939825943053205,-0.0013245033112583293,0.15556593928515738,North Dakota,ND
39,0.757699648568706,1.03893824190044,0.4437226369459076,0.20677208307704534,-0.14532813342388828,0.07705293233554755,Ohio,OH
40,0.7311417337384986,0.9094903659769702,0.3638540178772143,0.1130016486078416,-2.4663432233729132e-05,0.2197183686448767,Oklahoma,OK
41,0.7406896006201699,0.871419707434604,0.3993401355835258,0.036374939659638075,-0.004008016032064132,0.44846209032872153,Oregon,OR
42,0.7338173721883288,1.8196370050262785,0.49433824852490843,0.2579633872513417,-0.014002430850212133,0.47232937081204085,Pennsylvania,PA
44,0.5109447433800547,1.1130126712957704,0.34198316456002487,0.08718288469995529,-0.025151435343692352,0.3401012641839669,Rhode Island,RI
45,0.2976097326540587,1.0984687230973305,0.2758255520155785,0.33941601517907083,-0.02488082815983661,-0.10800124489600904,South Carolina,SC
46,0.7541786489079074,0.982513738431725,0.39246037229807673,0.034392147032388534,-0.0011577226913647154,0.38176522095857734,South Dakota,SD
47,0.7255499618283143,1.0912952522937744,0.5274735472341893,0.3516560770724278,-0.0006140553661214687,0.5444977192101206,Tennessee,TN
48,0.7657200504017525,1.0205463741420586,0.3388462774818281,0.16741255571115665,-0.008734845373370437,0.2209230914679381,Texas,TX
49,0.782687872173398,0.9193161393822745,0.24139604672936193,0.013716988471996735,-0.03170826021000028,0.26388409237466703,Utah,UT
50,0.46657099803374685,0.9490585804594192,0.2831971239282621,0.01780980278827757,-0.05037242772377226,0.27844162064315636,Vermont,VT
51,0.683864184357769,0.8360276222194557,0.36099133643428616,0.2944044121218601,-0.00068267591518123,-0.08358704316851373,Virginia,VA
53,0.7647820915792555,0.969116388383208,0.34686643678771883,0.05145214539418664,-0.0004011568599733284,0.37552814649214383,Washington,WA
54,0.5961548841428591,0.9880714434443926,0.3514543711500486,0.055790463662914694,-0.05618683001531388,0.003290395259284651,West Virginia,WV
55,0.8387557702771299,1.4608163120595354,0.6059849536516473,0.19793584691899038,-0.0014567458538772282,0.6556470222655406,Wisconsin,WI
56,0.5602276549837246,0.971779718935207,0.3334319266630768,0.017409858445515954,-0.023852311713772223,0.3469326822827288,Wyoming,WY
72,0.5115771232972798,0.8196443193112569,0.3673661913135908,0.19575399052593312,-0.009517936855894416,0.18383684048711757,Puerto Rico,PR
