CountyFIPS,Spatial_Proximity ,Dissimilarity,Isolation ,Delta,Absolute_Centralization,Relative_Centralization,State_Name,State_Abbreviation,State_FIPS
01001,0.9394134623535287,0.2484928925262324,0.690832309645192,0.5272641784898724,-0.048965648130575024,-0.10061961774785022,Alabama,AL,01
01003,0.9590219059640813,0.41266251738228765,0.7493452416633789,0.6925663577601849,-0.019170301247591004,0.225080457877759,Alabama,AL,01
01005,0.9153110611687769,0.18194730565846062,0.444950842973969,0.28915523730821885,-0.12787999336979938,0.05655501308925537,Alabama,AL,01
01007,0.9933180330027584,0.4218937553821047,0.6675909177586131,0.44063965437682984,-0.08137215795771835,0.44041857648052796,Alabama,AL,01
01009,0.9661199097182287,0.3504271517123643,0.9408693011885022,0.42868371232285485,-0.018318965517241326,-0.04205625492391629,Alabama,AL,01
01011,0.991325045194351,0.3650045365488652,0.18652679080579182,0.376109929303201,-0.1995825723975998,0.08296873524924031,Alabama,AL,01
01013,0.9588124836449622,0.33387827206402054,0.4332860950062942,0.47164056786441116,-0.18275747139206755,0.0241593562669431,Alabama,AL,01
01015,0.9450811410327248,0.438804365831098,0.5562427671674731,0.6863460119694855,-0.020016785564414552,0.3433869328588415,Alabama,AL,01
01017,0.9795030029410419,0.2387992022848052,0.5330134195195838,0.44182761733893583,-0.08786422349053769,0.07630815132524083,Alabama,AL,01
01019,0.9749797069990477,0.3165862782890081,0.9033528926566812,0.40158545762952313,-0.22921914357682616,-0.15268160938174402,Alabama,AL,01
01021,0.9254248494393094,0.38679706484843646,0.7776697275435858,0.44781854694463763,-0.14501361049245232,-0.1758053052452353,Alabama,AL,01
01023,0.995180845492856,0.45966007905138345,0.39996250220817364,0.2602036363652159,-0.1849090909090909,-0.3174526373177049,Alabama,AL,01
01025,0.993689987382571,0.17235203122753773,0.5014148247071469,0.33329897931418623,-0.09507424846070267,-0.14971415771571683,Alabama,AL,01
01027,0.9814306147808652,0.1481633566360646,0.8211812732947361,0.3104600375145536,-0.1093975903614458,0.17210454511880924,Alabama,AL,01
01029,0.9757225721153157,0.3081393728222996,0.9271325350422939,0.397416506099436,-0.08048780487804874,0.013583101045296253,Alabama,AL,01
01031,0.9054598678601526,0.3830471954694451,0.6748131277502084,0.7211799574948224,-0.0009160654986831718,0.07888044808384453,Alabama,AL,01
01033,0.9536912205401873,0.327059213100886,0.6893237706043759,0.6324599460822371,-0.055568079350766464,0.12798020355194062,Alabama,AL,01
01035,0.9823394504404749,0.2504383913762037,0.4651603810204662,0.18192026756372198,-0.07619530326068591,0.25708009294555545,Alabama,AL,01
01037,0.9998477353510535,0.5476003606523163,0.4414772716022861,0.5513343597172637,-0.05311203319502078,0.17501673703451393,Alabama,AL,01
01039,0.9854843011290645,0.4176302501078761,0.7405522190421042,0.6857136233330292,-0.06078118772419294,0.0384718446523209,Alabama,AL,01
01041,0.9471485523233443,0.11127053706728743,0.7039543419461504,0.12274668835178718,-0.09758364312267653,-0.010188303252502973,Alabama,AL,01
