CountyFIPS,Spatial_Proximity ,Dissimilarity,Isolation ,Delta,Absolute_Centralization,Relative_Centralization,State_Name,State_Abbreviation,State_FIPS
29001,0.9282915822017829,0.30845651513617495,0.8941453489420388,0.8902977581733134,-0.00588235294117645,0.2714598941986437,Missouri,MO,29
29003,0.9857887364243137,0.6154590674817212,0.8937394465122185,0.7719853674401469,-0.925,-0.6001927763793999,Missouri,MO,29
29005,0.9775978672152558,0.2376788163825201,0.978956747995601,0.26499917837124093,-0.20833333333333337,0.2376788163825201,Missouri,MO,29
29007,0.9299342485831785,0.25535957454308195,0.8662201942159051,0.7493119319954658,-0.06830601092896171,-0.13756349230898657,Missouri,MO,29
29009,0.8593135636917968,0.613108134950952,0.9156403907011783,0.6612264766366811,0.0,-0.43764553983436727,Missouri,MO,29
29011,0.9604445751773649,0.3034948444201113,0.9472507895376143,0.7109649967385514,0.0,0.34019788041140364,Missouri,MO,29
29013,0.9734541188843346,0.3173974951691351,0.949158355761497,0.5594990109834941,0.0,0.2559238904704064,Missouri,MO,29
29015,0.9625862176873012,0.48859921542987905,0.951548781063107,0.6100599643339056,0.0,0.5553489702517163,Missouri,MO,29
29017,0.9554423263274506,0.3866475741239892,0.9549872202789235,0.5553562359686399,0.0,0.046153975741239917,Missouri,MO,29
29019,0.8898421547887297,0.35179818026895954,0.7434769231377198,0.7774430214450128,0.0,0.054286540529595584,Missouri,MO,29
29021,0.926514334911973,0.3624786954147522,0.8279605409558609,0.8466043166962018,0.0,0.21940598484743568,Missouri,MO,29
29023,0.9546908009109277,0.5109428439451869,0.8068282544446409,0.7690872564605631,-0.027038445289395807,0.2660712454443619,Missouri,MO,29
29025,0.9620750087370525,0.15746873027584918,0.9596515541630877,0.3740338740257276,-0.11538461538461542,0.15746873027584918,Missouri,MO,29
29027,0.9658442560903632,0.44298217913744775,0.8811319512767339,0.7566681592861235,-0.12188928390045706,0.37004062373701263,Missouri,MO,29
29029,0.9685688888524122,0.3935881036136872,0.9511478212855904,0.7101853697015382,0.0,-0.012709103222602547,Missouri,MO,29
29031,0.9333125737227477,0.454914700312253,0.7537334669995943,0.835559734121282,-0.0038009675190048275,-0.17985959797990958,Missouri,MO,29
29033,0.9642406352840373,0.26324163768745124,0.946357030224933,0.6699122185164377,-0.07361963190184051,0.2982271882779255,Missouri,MO,29
29035,0.9649624915063405,0.6084842387659288,0.986480777355302,0.45613292347442846,-1.0,-0.6084842387659289,Missouri,MO,29
29037,0.9388584425714216,0.42062263178702197,0.8700472311886661,0.8326233749463735,-0.01793298725814063,0.38720896144195294,Missouri,MO,29
29039,0.9394568239838573,0.4237062264011253,0.9493555689210759,0.7612773954031526,-0.5714285714285714,-0.40068112830384245,Missouri,MO,29
29041,0.9740961048770395,0.28014063258271615,0.9401150669522552,0.2930410852073204,-0.16753926701570676,0.02468694149057049,Missouri,MO,29
29043,0.9514792745123581,0.5253422257382483,0.9344873366244829,0.7885143460924495,0.0,0.16539341763373105,Missouri,MO,29
29045,0.9755424413071389,0.5948194979719684,0.9506376281912369,0.5978470573099148,-0.9047619047619048,-0.5678993634434677,Missouri,MO,29
29047,0.8995088589902807,0.33041064917556706,0.7920747408903343,0.6679588526437932,-0.020223058317656584,-0.31590801870984464,Missouri,MO,29
29049,0.9607987436253,0.35350641147947603,0.9409323299681622,0.333034866327082,-0.1967741935483871,-0.043987881020836506,Missouri,MO,29
29051,0.9484789542871874,0.3911651736583659,0.7057758218394239,0.7216151727064172,0.0,0.04588657311227706,Missouri,MO,29
29053,0.9149815536096001,0.5054489656423061,0.7813151403025658,0.9025250559995406,-0.6219630709426628,-0.464402750847434,Missouri,MO,29
29055,0.9638560328039458,0.5222317392338806,0.9598323625705745,0.5887863710299439,-0.4,-0.1774522959790623,Missouri,MO,29
29057,0.9628512950073219,0.14922843772719357,0.9565465554418,0.3156485885098577,-0.2592592592592593,0.14922843772719352,Missouri,MO,29
29059,0.9486545213402702,0.5052697911806161,0.9525129350479805,0.3991039313816005,-0.7692307692307692,-0.6026659226584186,Missouri,MO,29
29061,0.9724078517201157,0.5198882681564245,0.9710236445473174,0.3427669506745685,-0.94,-0.5198882681564245,Missouri,MO,29
29063,0.9476836062011524,0.32698518909959884,0.812926524602391,0.4766889358812112,-0.0267379679144385,0.32698518909959884,Missouri,MO,29
29065,0.9354642631083273,0.5147585275244849,0.9292002981063874,0.5835850931884534,0.0,0.5041797333590645,Missouri,MO,29
29067,0.990199191835402,0.487588245788414,0.984885482535381,0.7825982574761172,-0.16666666666666663,-0.23444707801309994,Missouri,MO,29
29069,0.9567984575931152,0.5292902535955626,0.7171217684952318,0.8801544437723664,0.0,0.09999981004923697,Missouri,MO,29
29071,0.9635582242081044,0.4993554735153989,0.9430933857772057,0.6553070544295547,-0.03087248322147651,-0.0024460364483873676,Missouri,MO,29
29073,0.9764692290043699,0.49776223776223777,0.9610452076243694,0.5622620210611399,-0.5443037974683544,-0.5998796140568293,Missouri,MO,29
29075,0.977672624580642,0.02691869860451046,0.9738880130472236,0.06469515107729587,-0.4871794871794872,-0.02691869860451046,Missouri,MO,29
29077,0.9262895247624018,0.3773010197123735,0.8611824461349425,0.8010390251136131,-0.00439422473320783,0.32424931434681525,Missouri,MO,29
29079,0.9580079186772527,0.4263371911166719,0.9512765192376843,0.9673772571549676,0.0,0.333229068918778,Missouri,MO,29
29081,0.9526483554797348,0.09772768374804522,0.9642075404067745,0.27283039027898937,-0.3695652173913043,-0.09503888256507909,Missouri,MO,29
29083,0.9612487958275581,0.47503010415800273,0.9299775623180826,0.9281765422308443,-0.07326007326007322,0.3881606028354332,Missouri,MO,29
29085,0.9721963802138385,0.4311145510835913,0.9614486805993474,0.5556023775251631,-0.33333333333333337,-0.3116983635559486,Missouri,MO,29
29087,0.9863060402663759,0.4816874438816765,0.9623217440938221,0.652686525906414,0.0,-0.0025895040752443865,Missouri,MO,29
29089,0.972697359421715,0.40370695168686876,0.8770556939022623,0.5863010460541281,-0.15719063545150502,0.3797336901167554,Missouri,MO,29
29091,0.9717580751840104,0.5958169189301264,0.9630352202059107,0.6671287454940878,0.0,0.20763701707097937,Missouri,MO,29
29093,0.9602507401375595,0.35292177530524277,0.9503617802628981,0.3246610016474477,-0.5309734513274336,-0.30282469712610327,Missouri,MO,29
29095,0.8929745338318332,0.5793558942228836,0.4099811998098094,0.655708827130792,-0.00033254917416958296,-0.09989554021261426,Missouri,MO,29
29097,0.9054048064998933,0.42057387482374314,0.8709690904347104,0.8050184454741998,-0.007446342531756467,0.052378646732160306,Missouri,MO,29
29099,0.966817701322023,0.48884168002406564,0.9390968530124373,0.7075921723252794,0.0,0.09703827934719023,Missouri,MO,29
29101,0.9305057613892916,0.4023184637854428,0.8498865616301998,0.7915504025276457,-0.025365434221840122,0.04674115273849333,Missouri,MO,29
29103,0.9714498748259768,0.016561514195583604,0.9636704374910054,0.26471780188272165,-0.5,-0.016561514195583604,Missouri,MO,29
29105,0.933139541088819,0.6339695806664446,0.9136559192079833,0.8507723317644287,-0.029268292682926855,0.26437084790983567,Missouri,MO,29
29107,0.9705824951074189,0.3720547575567087,0.9145433536723013,0.4440608129933353,-0.040446304044630454,0.4086404816253797,Missouri,MO,29
29109,0.9463811865874133,0.63716011042098,0.9541397833728542,0.5561654072693848,-0.010869565217391353,0.4986695472139706,Missouri,MO,29
29111,0.9507904729666916,0.22849881828696092,0.9125276622803808,0.47514531018205614,-0.07398568019093077,0.20492335304789133,Missouri,MO,29
29113,0.9683408813691061,0.3073830016211511,0.9400809471934668,0.5667004990246347,-0.10477941176470584,0.1248316045719311,Missouri,MO,29
29115,0.9827693036398893,0.39972471429019774,0.9699502447585415,0.7393034691642507,0.0,0.3290919606709082,Missouri,MO,29
29117,0.9490553677322625,0.34908523920644935,0.9199252272024998,0.6149037579860727,-0.015463917525773141,0.3722887676527993,Missouri,MO,29
29119,0.8762440504730763,0.41620567886430004,0.8243315822422599,0.4746434438767383,-0.1469879518072289,0.1331165837149837,Missouri,MO,29
29121,0.9348884695237853,0.4723225563878011,0.8869421448941145,0.7586409230126178,-0.07407407407407407,-0.0103213932155799,Missouri,MO,29
29123,0.9614136913004205,0.35884858892811605,0.955380602209647,0.7739471049285017,-0.10869565217391308,0.3520585655638022,Missouri,MO,29
29125,0.9722053306807442,0.6823681428403618,0.9667500893814801,0.6236041722688481,0.0,-0.09056736755550343,Missouri,MO,29
29127,0.9483978682397505,0.3895358715730214,0.8799381886384409,0.8283731356900668,-0.015887850467289688,0.2967841518619334,Missouri,MO,29
29129,0.9720746729393501,0.27401352874859075,0.965701991824174,0.4896875086517507,-0.09999999999999998,0.27401352874859075,Missouri,MO,29
29131,0.9565470226321058,0.39248200511125175,0.9620049113049527,0.510542948539907,0.0,0.2741748923432823,Missouri,MO,29
29133,0.9889657813927183,0.4931233087051903,0.5449726804389153,0.684498570394882,-0.01865561148948769,0.6207113226497836,Missouri,MO,29
29135,0.9773683898894636,0.5691856564738471,0.9165428376460585,0.751802142475207,-0.09360730593607303,0.5341524526592547,Missouri,MO,29
29137,0.9797371947630436,0.2777699200069632,0.9285370421250194,0.34109640469698743,-0.010238907849829393,0.1950263379458912,Missouri,MO,29
29139,0.9647893658903924,0.15181325203212753,0.9471079690893917,0.24276273098595172,-0.23976608187134507,0.11872424106258483,Missouri,MO,29
29141,0.9572614831979028,0.488214610901326,0.9390187639508838,0.6089399823893289,-0.398876404494382,-0.15527520232576397,Missouri,MO,29
29143,0.9571124530376808,0.3880572235775507,0.7158188374284082,0.6526065713448208,-0.015168331483536801,-0.06331827777572308,Missouri,MO,29
29145,0.9109360308183998,0.42520940384075623,0.891039451373906,0.7472177950019675,0.0,0.05828796927356272,Missouri,MO,29
29147,0.951740870557346,0.285631525133472,0.9216600159585285,0.7169886517247837,-0.008103727714748765,0.2698353302100749,Missouri,MO,29
29149,0.9513299199130999,0.6505858028945555,0.9571197411003236,0.48796284633686693,-1.0000000000000002,-0.6505858028945555,Missouri,MO,29
29151,0.989488912548113,0.417648366303623,0.9854279521193062,0.5482429778534401,-0.375,0.13186263614136484,Missouri,MO,29
29153,0.95516042357066,0.5003394433129668,0.9484536082474226,0.5361981387975778,0.0,0.5003394433129668,Missouri,MO,29
29155,0.9669321453692967,0.39801447872512374,0.5881891428153956,0.839423917835692,-0.11946806191410508,0.17163666933968913,Missouri,MO,29
29157,0.9516345270088791,0.4788138288567657,0.9342274549538236,0.8623672488261634,-0.12037037037037035,0.061691454765198994,Missouri,MO,29
29159,0.9503492849782426,0.4739929074313607,0.8347526700375432,0.885072425546731,-0.009440323668240103,0.18087750393012936,Missouri,MO,29
29161,0.9180542394518353,0.383560336267205,0.8673758553060902,0.8024382302069228,-0.016682113067655213,0.3052400046266923,Missouri,MO,29
29163,0.9178634888290159,0.2277621012650231,0.8654319384774762,0.41978971884656824,-0.07772795216741402,0.208849882241823,Missouri,MO,29
29165,0.9118209395817971,0.32965096990708165,0.8044914476847769,0.8124651696584888,-0.004102564102564155,0.03673376743551415,Missouri,MO,29
29167,0.9634656210222745,0.38319238331948047,0.9435930231973794,0.4000246747946128,-0.1054421768707483,0.4182663641441815,Missouri,MO,29
29169,0.8060755716997278,0.31953864076852656,0.6759303083908936,0.7063579793510208,-0.003912229971083536,0.03743549239869903,Missouri,MO,29
29171,0.9928601659617562,0.5788332248969854,0.9903110657827638,0.9110576412340177,-1.0,-0.5788332248969855,Missouri,MO,29
29173,0.9713472970149976,0.323630831643002,0.9495521888651361,0.5847724016350405,0.0,0.24557809330628788,Missouri,MO,29
29175,0.9380075022153459,0.28379089667091695,0.8749337280838942,0.5728256483930996,-0.01025290498974707,0.26929815809196667,Missouri,MO,29
29177,0.9795867136795079,0.3699225423363354,0.9537310730918724,0.6181927531874584,-0.14935064935064934,-0.13325831029032997,Missouri,MO,29
29179,0.961881441896877,0.15417683953527528,0.9410258051734721,0.2694738956156152,-0.28125,0.15417683953527528,Missouri,MO,29
29181,0.9667704709377083,0.5181676645149548,0.9534860210292986,0.7778645825067435,0.0,0.5183626837243467,Missouri,MO,29
29183,0.9360558182276569,0.28620812713644395,0.8670148798187711,0.7382053027737587,0.0,-0.11929192805726174,Missouri,MO,29
29185,0.958216930709693,0.5254491411304891,0.9389906098023459,0.5804584836497337,-0.8382352941176471,-0.4787532433408874,Missouri,MO,29
29186,0.9575830934783274,0.7595758243031813,0.8827659574468085,0.9627892982174482,0.0,-0.4833980413745147,Missouri,MO,29
29187,0.9615844617319945,0.5637866617870173,0.838933169647992,0.7697357811221144,0.0,-0.07150495658538736,Missouri,MO,29
29189,0.9210456070450825,0.7071842861504426,0.3147476256729551,0.6555961013660403,-0.011295893459092321,-0.7450032390054773,Missouri,MO,29
29195,0.8517556524081777,0.3214198386676391,0.8223661585466051,0.8124375655704749,-0.09565217391304348,0.29274845424499496,Missouri,MO,29
29197,0.9784216957495928,0.014870849901399835,0.9699373664505986,0.01075816589513015,-0.47619047619047616,0.014870849901399863,Missouri,MO,29
29199,,0.0,0.0,0.0,,,Missouri,MO,29
29201,0.9616312431993215,0.6111318806241361,0.6153137775655466,0.8310084008840842,-0.0028927458834000497,0.5994497389811384,Missouri,MO,29
29203,0.9535598845029081,0.29469055492967977,0.952886043209709,0.5447396636378353,-0.1428571428571429,0.29469055492967977,Missouri,MO,29
29205,0.9843133822830324,0.4337049919081553,0.94039846889785,0.34615604603142536,-0.7216494845360825,-0.5225865290904053,Missouri,MO,29
29207,0.9704633747560771,0.4031156770904574,0.9526750271716176,0.46195235810962143,-0.06407322654462244,-0.018522096275070954,Missouri,MO,29
29209,0.9571065515763421,0.5671253326543352,0.9744281046842593,0.5624469474687424,-0.71875,-0.5698948853369253,Missouri,MO,29
29211,0.9013655868032096,0.502297631671969,0.8580134064594759,0.8838276871441608,0.0,0.502297631671969,Missouri,MO,29
29213,0.8946681458943866,0.5702694213347691,0.8493886718071646,0.7511972524007162,0.0,0.19906955878363064,Missouri,MO,29
29215,0.9384563259658275,0.5695497457603074,0.9096448160482795,0.6145577863067776,-0.028622540250447193,0.5839638241388814,Missouri,MO,29
29217,0.9487532223372407,0.49243467495944,0.9303194249125251,0.8962548174351238,-0.08108108108108103,0.5334285263165124,Missouri,MO,29
29219,0.9365748572165886,0.2836932707355242,0.9029354898805962,0.44956378800069263,-0.4114285714285715,-0.32066425217974515,Missouri,MO,29
29221,0.9648661350488016,0.7366547116609561,0.8727520473442134,0.8896416009757406,0.0,0.2583971149611539,Missouri,MO,29
29223,0.9799737239329074,0.4144805492777779,0.9741186878733975,0.5991292180601732,0.0,0.34589605289882885,Missouri,MO,29
29225,0.9618423745950204,0.32458518105763345,0.9412223377864971,0.4279875766018265,-0.007653061224489832,0.011780589856615453,Missouri,MO,29
29227,0.9832264430192402,0.0,0.9777997039960533,0.0,0.0,0.0,Missouri,MO,29
29229,0.9944016368600438,0.4049923792323681,0.9727656588015103,0.6003450609297145,0.0,0.3733953464387487,Missouri,MO,29
29510,0.9279701678110549,0.623807270094229,0.23754274801628558,0.3741165618418114,-0.009166678320211452,-0.4605575505374233,Missouri,MO,29
